tcsnumber,name,latitude,longitude,length,depth,pdep,ps,co_name,topo_name,topo_indi,elev,ownership,gear,ent_type,field_indi,map_status,geology,geo_age,phys_prov,narr
JF62,Hoxtolgay Cave,35.20148971,-86.17779926,6789,493,105,4,Robertson,Cornersville,Sink,1214,ownership,Wetsuit,Chimney/Climb,walk-in,Pace & Compass,Mosheim Limestone,Devonian,Western Cumberland Plateau Escarpment,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus."
JF63,San Pedro Cave,35.87319628,-84.05846342,15018,626,350,0,Cheatham,Hilham,None,2749,Destroyed or Blocked,Diving Gear,Pit Bells Out,Artifical Tunnel,Sketch,Murfreesboro Limestone,Precambrian,Valley and Ridge,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
JF64,Huangben Cave,36.07440741,-87.68908736,47513,672,209,2,Trousdale,Lynchburg West,Marked as Cave,1361,Government Park,Diving Gear,Crawl,Pit Bells Out,Pace & Compass,Bowen Formation,Dev,Western Cumberland Plateau Escarpment,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
JF65,Náklo Cave,35.11446687,-84.55619275,51637,534,303,3,Dickson,Bath Springs,None,1017,Private Property,Boat/Swimming,Stoop,Chimney/Climb,Tape & Compass,Jonesboro Limestone,Devonian,Unaka Mtns & Blue Ridge,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus."
JF66,Zblewo Cave,36.33955135,-84.91713065,45462,792,48,2,Meigs,Pleasant Hill,Marked as Cave,2051,Private Property,Wetsuit,walk-in,Crawl,Pace & Compass,Rockcastle Conglomerate,Devonian,Cumberland Plateau Proper,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque."
JF67,Balingoan Cave,36.41512577,-87.67172888,78020,873,100,4,Scott,Spencer,Contour Distortion,2340,Government Owned,Wetsuit,Chimney/Climb,Crawl,Mapped,Jonesboro Limestone,Penn & Miss,Central Basin,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
JF68,Enköping Cave,35.57083703,-87.73281918,49796,738,301,0,Hickman,Cookeville West,Marked as Cave,1759,Government Owned,Diving Gear,Artifical Tunnel,walk-in,Sketch,Kingsport Dolomite,Tertiary,Western Cumberland Plateau Escarpment,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui."
JF69,Uddevalla Cave,35.79939142,-83.8078353,29438,422,381,1,Hamblen,Big Ridge Park,Quarry,1112,Private Property,Rappel/Prusik,Pit Bells Out,Very Wide Pit,Pace & Compass,Longview Dolomite,Dev,Western Valley,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
JF70,Vänersborg Cave,35.92304118,-84.98646376,38919,218,23,0,Johnson,Gallatin,Marked as Cave,2302,Entry Forbidden,Diving Gear,Artificial Shaft,Large,Pace & Compass,Bigby-Cannon Limestone,Tertiary,Highland Rim Proper,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat."
JF71,Amherstburg Cave,35.73910093,-88.2623138,29078,476,399,3,Campbell,Waverly,Sink,725,Commercial Cave,Boat/Swimming,Very Wide Pit,Large,Sketch,Stone River Group,Miss & Dev,Unaka Mtns & Blue Ridge,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
JF72,Kenscoff Cave,35.34989734,-87.04704997,44858,677,252,3,Coffee,Keenburg,Marked as Cave,2687,Destroyed or Blocked,Diving Gear,Very Wide Pit,Very Wide Pit,Pace & Compass,Shady Dolomite,Miss & Dev,Highland Rim Escarpment,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
JF73,Zouparria do Monte Cave,35.40753499,-84.58666617,14867,264,191,3,Cocke,Dale Hollow Dam,Marked as Cave,2763,Government Owned,Boat/Swimming,Pit Bells Out,Pit,Unmapped,Ocoee Series,Dev & Sil Und,Highland Rim Escarpment,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
JF74,Saint-Claude Cave,35.87398732,-86.54514727,74728,148,126,2,Overton,Elverton,Sink,2135,Entry Forbidden,Rappel/Prusik,Artificial Shaft,Artificial Shaft,Pace & Compass,Undiff,Precambrian,Unaka Mtns & Blue Ridge,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis."
JF75,Pamyat’ Parizhskoy Kommuny Cave,36.10794181,-87.0571708,82215,420,186,1,Polk,Bellevue,Inflowing Stream,955,Private Property,Wetsuit,walk-in,walk-in,Pace & Compass,Chattanooga & Leipers-Catheys Ls,Ordovician,Eastern Cumberland Plateau Escarpment,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
JF76,Palu Cave,35.25224828,-87.15034302,32825,676,374,0,Cocke,Shop Springs,Marked as Cave,1640,Private Property,Wading,Crawl,Artifical Tunnel,Pace & Compass,Witten Formation,Dev,Western Cumberland Plateau Escarpment,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
JF77,Velký Týnec Cave,35.42810158,-85.61539408,49109,446,59,0,Pickett,Rankin,Contour Distortion,693,Government Park,Wading,Extremely Big,Very Wide Pit,Unmapped,Lenoir Limestone,Silurian,Highland Rim Proper,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum."
JF78,Novozybkov Cave,36.32207144,-88.28991873,85828,686,5,1,Cumberland,Murfreesboro,None,2467,Private Property,Diving Gear,Stoop,walk-in,Pace & Compass,Lebanon Limestone and Ridley Limestone,Devon,Valley and Ridge,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris."
JF79,Jenzan Cave,35.94262467,-85.70299195,71522,471,226,3,Grundy,Lenior City,Contour Distortion,2316,Locked/Gated,Handline,Very Wide Pit,Very Wide Pit,Tape & Compass,Leipers,Cambrian,Sequatchie  Valley,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
JF80,Przybiernów Cave,35.39139603,-86.93402633,75774,293,386,2,Cocke,Russellville,None,2237,Private Property,Wading,Crawl,Pit,Mapped,Bangor,Penn & Miss,Central Basin,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
JF81,Chelopech Cave,35.63945932,-86.32190697,84036,328,208,4,Lewis,Lowryville,Inflowing Stream,1101,Destroyed or Blocked,Rappel/Prusik,Pit Bells Out,Pit Bells Out,Tape & Compass,Pegram Formation,Ordovician,Unaka Mtns & Blue Ridge,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
JF82,Nanyi Cave,35.95530369,-87.33604069,4837,584,167,4,Hardin,Indian Springs,Marked as Cave,2649,Commercial Cave,Diving Gear,Pit Bells Out,Very Wide Pit,Tape & Compass,Richmond Group,Cambrian,Valley and Ridge,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
JF83,Tunja Cave,36.19440844,-84.75556359,78676,2,392,0,Morgan,Union Hill,Quarry,2718,Locked/Gated,Wetsuit,Stoop,Chimney/Climb,Mapped,Inman and Catheys Formation,Ord,Unaka Mtns & Blue Ridge,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem."
JF84,Lille Cave,36.01098021,-85.729139,42289,591,2,2,Putnam,Union Hill,Contour Distortion,2712,Commercial Cave,Normal Gear,Large,Pit,Tape & Compass,Bays Formation,Tertiary,Eastern Cumberland Plateau Escarpment,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris."
JF85,Sobreira Cave,35.57737574,-83.72458258,50970,490,278,3,Bedford,Summertown,Inflowing Stream,2588,NSS Owned or Leased,Wetsuit,walk-in,Extremely Big,Sketch,Arnheim,Precambrian,Unaka Mtns & Blue Ridge,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
JF86,Fuwen Cave,35.48469705,-88.28487756,13671,227,305,4,Bedford,Fountain Head,None,679,Private Property,Wading,Stoop,Chimney/Climb,Unmapped,Bangor,Mississippian,Central Basin,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
JF87,Chorkówka Cave,36.06280244,-86.51981303,40937,237,263,2,Rhea,Powell,Quarry,1548,NSS Owned or Leased,Boat/Swimming,Extremely Big,Pit Bells Out,Mapped,Fort Payne,Penn & Miss,Cumberland Mountain,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
JF88,Rudnyy Cave,35.81293372,-87.12318194,99614,714,283,4,Morgan,Lois,Sink,552,ownership,Diving Gear,Pit,Chimney/Climb,Pace & Compass,Ridley Limestone,Tertiary,Highland Rim Proper,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
JF89,Ambarawa Cave,35.30469191,-86.12681806,29503,298,370,0,Meigs,Smyrna,Inflowing Stream,1102,Commercial Cave,Rappel/Prusik,Large,Artifical Tunnel,Mapped,Copper Ridge Dolomite,Cambrian,Highland Rim Escarpment,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis."
JF90,Eskilstuna Cave,35.94150929,-86.7192292,2331,456,22,3,Hancock,Belfast,Quarry,1222,Destroyed or Blocked,Wading,Artificial Shaft,Artifical Tunnel,Sketch,Inman and Catheys Formation,Tertiary,Cumberland Mountain,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem."
JF91,Lumby Cave,35.13660437,-87.75818899,9192,353,102,4,Davidson,Hillsdale,Sink,2000,Locked/Gated,Wading,Artifical Tunnel,Artificial Shaft,Tape & Compass,Monteagle,Pennsylvanian,Cumberland Mountain,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst."
JF92,Cimrutu Cave,35.63337223,-83.55912711,104811,592,333,3,Greene,Dorton,Contour Distortion,2532,Locked/Gated,Diving Gear,Chimney/Climb,walk-in,Mapped,Fort Payne,Pennsylvanian,Western Cumberland Plateau Escarpment,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
JF93,Widorokandang Cave,35.54579963,-87.61562628,55149,600,287,0,Perry,Daus,Quarry,1611,Entry Forbidden,Normal Gear,Crawl,Chimney/Climb,Mapped,Brownsport Formation,Ordovician,Central Basin,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
JF94,Palhais Cave,35.14622377,-87.87177536,87033,337,114,4,Sumner,Taft,None,1389,Government Park,Wading,Very Wide Pit,Chimney/Climb,Sketch,Chattanooga Shale,Ordovician,Cumberland Mountain,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
JF95,Emiliano Zapata Cave,35.38924944,-87.31933317,47890,527,76,0,Rhea,Powder Springs,Sink,1367,Government Park,Handline,Chimney/Climb,Large,Mapped,Devonian & Silurian Undifferentiated,Ord,Highland Rim Escarpment,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
JF96,Ibiá Cave,35.09492398,-84.21625717,36537,507,73,0,Hawkins,Dry Valley,Sink,2715,Government Park,Boat/Swimming,Pit Bells Out,Very Wide Pit,Mapped,St Louis and Warsaw Limestone,Penn & Miss,Western Cumberland Plateau Escarpment,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
JF97,Ceuta Cave,36.37886761,-86.14003907,24999,8,302,1,Johnson,Bearden,Sink,1796,Locked/Gated,Wetsuit,Stoop,Large,Mapped,Rockwood Formation,Tertiary,Western Valley,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
JF98,Vegachí Cave,36.00588194,-86.2742887,102355,261,210,1,Unicoi,Vonroe,Marked as Cave,990,Government Park,Boat/Swimming,Pit,Pit,Unmapped,St Louis & Warsaw Ls,Miss & Dev,Central Basin,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
JF99,Marseille Cave,36.28380379,-86.65452973,66962,101,122,4,Marshall,East Cleveland,Contour Distortion,858,Government Owned,Handline,Artifical Tunnel,Artificial Shaft,Pace & Compass,Ben Hur Limestone,Miss & Dev,Cumberland Mountain,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
JF100,Ongandjera Cave,35.15740828,-88.40312808,59331,921,240,2,Jefferson,Jeannette,Marked as Cave,2152,Private Property,Diving Gear,Pit,Very Wide Pit,Mapped,Claiborne Formation,Dev,Sequatchie  Valley,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
JF101,Abucayan Cave,35.74204666,-84.76228298,93979,852,163,0,Bedford,Wartrace,Inflowing Stream,1822,Locked/Gated,Wetsuit,Large,Pit,Mapped,Shady Dolomite,Pennsylvanian,Valley and Ridge,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
JF102,Marugame Cave,35.82010131,-87.4847192,21545,671,206,4,Hickman,Stoney Point,Quarry,1698,NSS Owned or Leased,Boat/Swimming,Chimney/Climb,Extremely Big,Mapped,Newton Sandstone,Devonian,Cumberland Plateau Proper,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
JF103,Leleque Cave,35.90865743,-87.50000678,9602,332,218,0,Smith,Norris,Contour Distortion,2148,NSS Owned or Leased,Wetsuit,walk-in,Pit,Mapped,Murfreesboro Limestone,Silurian,Highland Rim Proper,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
JF104,Shazhouba Cave,35.75858084,-87.88116156,84829,692,263,4,Maury,Lenior City,Sink,1563,Destroyed or Blocked,Boat/Swimming,Artifical Tunnel,Large,Tape & Compass,Harriman Formation,Ordovician,Highland Rim Proper,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus."
JF105,Zagórze Cave,35.33816538,-83.90547859,15306,745,326,0,Dickson,Forest Grove,Marked as Cave,2390,Government Park,Wetsuit,Artificial Shaft,Stoop,Tape & Compass,Leipers-Catheys Fm & Bigby-Canon Limestone,Dev & Sil Und,Gulf & Atlantic Costal Plains Undiff.,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
JK1,Dayanggezhuang Cave,36.09810776,-87.18850387,36272,301,303,3,Coffee,Bluff City,Sink,2618,NSS Owned or Leased,Boat/Swimming,walk-in,Artificial Shaft,Sketch,Chepultepec Undifferentiated,Devonian,Cumberland Mountain,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem."
JK2,Yanjiao Cave,36.33480043,-87.16801516,32985,255,213,4,Cheatham,Beaverdale,Contour Distortion,1285,Private Property,Wading,Artifical Tunnel,Very Wide Pit,Pace & Compass,Newton Sandstone,Ordov,Western Cumberland Plateau Escarpment,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet."
